ASV_original,ASV_updated,ASV_genus,ASV_species,ASV_culture,ASV_seqrun,Culture_collection,ASV_ID,SSU_kingdom,SSU_phylum,SSU_class,SSU_order,SSU_family,SSU_genus,SSU_species,SSU_Consensus,ITS_kingdom,ITS_phylum,ITS_class,ITS_order,ITS_family,ITS_genus,ITS_species,ITS_Consensus,fg_confidence,ft_primary_lifestyle,ft_secondary_lifestyle,LSU_phylum,LSU_family,LSU_genus,SSU_primer_success,ITS_primer_success,LSU_primer_align_success,method_LSU
Oehlia_diaphana_P1-bc1020-JS-s32_STFP_ASV2504,Oehlia_diaphana_P1-bc1020-JS-s32_STFP_ASV2504_CCAMF,Oehlia,diaphana,P1-bc1020-JS-s32,STFP,CCAMF,ASV2504,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1020-JS-s33_STFP_ASV2509,Oehlia_diaphana_P1-bc1020-JS-s33_STFP_ASV2509_CCAMF,Oehlia,diaphana,P1-bc1020-JS-s33,STFP,CCAMF,ASV2509,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.9,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1020-JS-s36_STFP_ASV2013,Oehlia_diaphana_P1-bc1020-JS-s36_STFP_ASV2013_CCAMF,Oehlia,diaphana,P1-bc1020-JS-s36,STFP,CCAMF,ASV2013,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,NA,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1020-JS-s42_STFP_ASV2508,Oehlia_diaphana_P1-bc1020-JS-s42_STFP_ASV2508_CCAMF,Oehlia,diaphana,P1-bc1020-JS-s42,STFP,CCAMF,ASV2508,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1020-JS-s55_STFP_ASV2502,Oehlia_diaphana_P1-bc1020-JS-s55_STFP_ASV2502_CCAMF,Oehlia,diaphana,P1-bc1020-JS-s55,STFP,CCAMF,ASV2502,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1020-JS-s58_STFP_ASV2493,Oehlia_diaphana_P1-bc1020-JS-s58_STFP_ASV2493_CCAMF,Oehlia,diaphana,P1-bc1020-JS-s58,STFP,CCAMF,ASV2493,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.875,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1021-T3-s133_STFP_ASV2425,Rhizophagus_irregularis_P1-bc1021-T3-s133_STFP_ASV2425_CCAMF,Rhizophagus,irregularis,P1-bc1021-T3-s133,STFP,CCAMF,ASV2425,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00113,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1021-T3-s222_STFP_ASV2434,Rhizophagus_irregularis_P1-bc1021-T3-s222_STFP_ASV2434_CCAMF,Rhizophagus,irregularis,P1-bc1021-T3-s222,STFP,CCAMF,ASV2434,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00113,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1021-T3-s71_STFP_ASV2436,Rhizophagus_irregularis_P1-bc1021-T3-s71_STFP_ASV2436_CCAMF,Rhizophagus,irregularis,P1-bc1021-T3-s71,STFP,CCAMF,ASV2436,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00113,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1021-T3-s78_STFP_ASV2428,Rhizophagus_irregularis_P1-bc1021-T3-s78_STFP_ASV2428_CCAMF,Rhizophagus,irregularis,P1-bc1021-T3-s78,STFP,CCAMF,ASV2428,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00113,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1023-4341-s108_STFP_ASV2107,Rhizophagus_irregularis_P1-bc1023-4341-s108_STFP_ASV2107_CCAMF,Rhizophagus,irregularis,P1-bc1023-4341-s108,STFP,CCAMF,ASV2107,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1023-4341-s116_STFP_ASV2000,Rhizophagus_irregularis_P1-bc1023-4341-s116_STFP_ASV2000_CCAMF,Rhizophagus,irregularis,P1-bc1023-4341-s116,STFP,CCAMF,ASV2000,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1023-4341-s394_STFP_ASV2076,Rhizophagus_irregularis_P1-bc1023-4341-s394_STFP_ASV2076_CCAMF,Rhizophagus,irregularis,P1-bc1023-4341-s394,STFP,CCAMF,ASV2076,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1023-4341-s51_STFP_ASV2047,Rhizophagus_irregularis_P1-bc1023-4341-s51_STFP_ASV2047_CCAMF,Rhizophagus,irregularis,P1-bc1023-4341-s51,STFP,CCAMF,ASV2047,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1024-4348-s101_STFP_ASV2000,Rhizophagus_irregularis_P1-bc1024-4348-s101_STFP_ASV2000_CCAMF,Rhizophagus,irregularis,P1-bc1024-4348-s101,STFP,CCAMF,ASV2000,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1024-4348-s182_STFP_ASV2107,Rhizophagus_irregularis_P1-bc1024-4348-s182_STFP_ASV2107_CCAMF,Rhizophagus,irregularis,P1-bc1024-4348-s182,STFP,CCAMF,ASV2107,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1024-4348-s548_STFP_ASV2076,Rhizophagus_irregularis_P1-bc1024-4348-s548_STFP_ASV2076_CCAMF,Rhizophagus,irregularis,P1-bc1024-4348-s548,STFP,CCAMF,ASV2076,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1024-4348-s82_STFP_ASV2047,Rhizophagus_irregularis_P1-bc1024-4348-s82_STFP_ASV2047_CCAMF,Rhizophagus,irregularis,P1-bc1024-4348-s82,STFP,CCAMF,ASV2047,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1026-1454-s107_STFP_ASV2063,Rhizophagus_irregularis_P1-bc1026-1454-s107_STFP_ASV2063_CCAMF,Rhizophagus,irregularis,P1-bc1026-1454-s107,STFP,CCAMF,ASV2063,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1026-1454-s115_STFP_ASV2433,Rhizophagus_irregularis_P1-bc1026-1454-s115_STFP_ASV2433_CCAMF,Rhizophagus,irregularis,P1-bc1026-1454-s115,STFP,CCAMF,ASV2433,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1026-1454-s178_STFP_ASV2015,Rhizophagus_irregularis_P1-bc1026-1454-s178_STFP_ASV2015_CCAMF,Rhizophagus,irregularis,P1-bc1026-1454-s178,STFP,CCAMF,ASV2015,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1026-1454-s271_STFP_ASV2030,Rhizophagus_irregularis_P1-bc1026-1454-s271_STFP_ASV2030_CCAMF,Rhizophagus,irregularis,P1-bc1026-1454-s271,STFP,CCAMF,ASV2030,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P1-bc1026-1454-s285_STFP_ASV2000,Rhizophagus_irregularis_P1-bc1026-1454-s285_STFP_ASV2000_CCAMF,Rhizophagus,irregularis,P1-bc1026-1454-s285,STFP,CCAMF,ASV2000,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Diversispora_eburnea_P1-bc1027-1384-s155_STFP_ASV2522,Diversispora_eburnea_P1-bc1027-1384-s155_STFP_ASV2522_CCAMF,Diversispora,eburnea,P1-bc1027-1384-s155,STFP,CCAMF,ASV2522,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00060,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_eburnea_P1-bc1027-1384-s167_STFP_ASV2519,Diversispora_eburnea_P1-bc1027-1384-s167_STFP_ASV2519_CCAMF,Diversispora,eburnea,P1-bc1027-1384-s167,STFP,CCAMF,ASV2519,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00060,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_eburnea_P1-bc1027-1384-s202_STFP_ASV2532,Diversispora_eburnea_P1-bc1027-1384-s202_STFP_ASV2532_CCAMF,Diversispora,eburnea,P1-bc1027-1384-s202,STFP,CCAMF,ASV2532,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00060,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_eburnea_P1-bc1027-1384-s218_STFP_ASV2531,Diversispora_eburnea_P1-bc1027-1384-s218_STFP_ASV2531_CCAMF,Diversispora,eburnea,P1-bc1027-1384-s218,STFP,CCAMF,ASV2531,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00060,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_eburnea_P1-bc1027-1384-s471_STFP_ASV2518,Diversispora_eburnea_P1-bc1027-1384-s471_STFP_ASV2518_CCAMF,Diversispora,eburnea,P1-bc1027-1384-s471,STFP,CCAMF,ASV2518,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00060,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Acaulospora_morrowiae_P1-bc1034-993-s105_STFP_ASV2601,Acaulospora_morrowiae_P1-bc1034-993-s105_STFP_ASV2601_CCAMF,Acaulospora,morrowiae,P1-bc1034-993-s105,STFP,CCAMF,ASV2601,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00028,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Acaulospora_morrowiae_P1-bc1034-993-s53_STFP_ASV2603,Acaulospora_morrowiae_P1-bc1034-993-s53_STFP_ASV2603_CCAMF,Acaulospora,morrowiae,P1-bc1034-993-s53,STFP,CCAMF,ASV2603,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00028,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Acaulospora_morrowiae_P1-bc1034-993-s90_STFP_ASV2602,Acaulospora_morrowiae_P1-bc1034-993-s90_STFP_ASV2602_CCAMF,Acaulospora,morrowiae,P1-bc1034-993-s90,STFP,CCAMF,ASV2602,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00028,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1039-976-2_STFP_ASV2505,Oehlia_diaphana_P1-bc1039-976-2_STFP_ASV2505_CCAMF,Oehlia,diaphana,P1-bc1039-976-2,STFP,CCAMF,ASV2505,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.75,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1039-976-s37_STFP_ASV2045,Oehlia_diaphana_P1-bc1039-976-s37_STFP_ASV2045_CCAMF,Oehlia,diaphana,P1-bc1039-976-s37,STFP,CCAMF,ASV2045,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1039-976-s38_STFP_ASV2510,Oehlia_diaphana_P1-bc1039-976-s38_STFP_ASV2510_CCAMF,Oehlia,diaphana,P1-bc1039-976-s38,STFP,CCAMF,ASV2510,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1039-976-s40_STFP_ASV2494,Oehlia_diaphana_P1-bc1039-976-s40_STFP_ASV2494_CCAMF,Oehlia,diaphana,P1-bc1039-976-s40,STFP,CCAMF,ASV2494,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.875,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1039-976-s46_STFP_ASV2495,Oehlia_diaphana_P1-bc1039-976-s46_STFP_ASV2495_CCAMF,Oehlia,diaphana,P1-bc1039-976-s46,STFP,CCAMF,ASV2495,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.857,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,NA,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1039-976-s47_STFP_ASV2506,Oehlia_diaphana_P1-bc1039-976-s47_STFP_ASV2506_CCAMF,Oehlia,diaphana,P1-bc1039-976-s47,STFP,CCAMF,ASV2506,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.778,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Oehlia_diaphana_P1-bc1039-976-s75_STFP_ASV2514,Oehlia_diaphana_P1-bc1039-976-s75_STFP_ASV2514_CCAMF,Oehlia,diaphana,P1-bc1039-976-s75,STFP,CCAMF,ASV2514,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00309,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.9,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Oehlia,yes,yes,yes,primer
Funneliformis_coronatus_P1-bc1040-974-s104_STFP_ASV2181,Funneliformis_coronatum_P1-bc1040-974-s104_STFP_ASV2181_CCAMF,Funneliformis,coronatum,P1-bc1040-974-s104,STFP,CCAMF,ASV2181,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00265,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_coronatus_P1-bc1040-974-s113_STFP_ASV2179,Funneliformis_coronatum_P1-bc1040-974-s113_STFP_ASV2179_CCAMF,Funneliformis,coronatum,P1-bc1040-974-s113,STFP,CCAMF,ASV2179,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00265,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_coronatus_P1-bc1040-974-s133_STFP_ASV2180,Funneliformis_coronatum_P1-bc1040-974-s133_STFP_ASV2180_CCAMF,Funneliformis,coronatum,P1-bc1040-974-s133,STFP,CCAMF,ASV2180,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00265,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_coronatus_P1-bc1040-974-s201_STFP_ASV2178,Funneliformis_coronatum_P1-bc1040-974-s201_STFP_ASV2178_CCAMF,Funneliformis,coronatum,P1-bc1040-974-s201,STFP,CCAMF,ASV2178,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00265,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_coronatus_P1-bc1040-974-s84_STFP_ASV2182,Funneliformis_coronatum_P1-bc1040-974-s84_STFP_ASV2182_CCAMF,Funneliformis,coronatum,P1-bc1040-974-s84,STFP,CCAMF,ASV2182,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00265,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Diversispora_varaderana_P1-bc1042-903-s103_STFP_ASV2039,Diversispora_varaderana_P1-bc1042-903-s103_STFP_ASV2039_CCAMF,Diversispora,varaderana,P1-bc1042-903-s103,STFP,CCAMF,ASV2039,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P1-bc1042-903-s108_STFP_ASV2086,Diversispora_varaderana_P1-bc1042-903-s108_STFP_ASV2086_CCAMF,Diversispora,varaderana,P1-bc1042-903-s108,STFP,CCAMF,ASV2086,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P1-bc1042-903-s245_STFP_ASV2028,Diversispora_varaderana_P1-bc1042-903-s245_STFP_ASV2028_CCAMF,Diversispora,varaderana,P1-bc1042-903-s245,STFP,CCAMF,ASV2028,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P1-bc1042-903-s76_STFP_ASV2578,Diversispora_varaderana_P1-bc1042-903-s76_STFP_ASV2578_CCAMF,Diversispora,varaderana,P1-bc1042-903-s76,STFP,CCAMF,ASV2578,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Acaulospora_morrowiae_P1-bc1043-845-s139_STFP_ASV2606,Acaulospora_morrowiae_P1-bc1043-845-s139_STFP_ASV2606_CCAMF,Acaulospora,morrowiae,P1-bc1043-845-s139,STFP,CCAMF,ASV2606,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,VTX00028,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA,0.8,Highly|_Probable,NA,NA,Glomeromycota,Acaulosporaceae,Acaulospora,yes,yes,yes,primer
