ASV_updated,SSU_FAMILY_x_LSU_family,SSU_genus_x_LSU_genus,ITS_family_x_LSU_family,ITS_genus_x_LSU_genus,ITS_species_x_LSU_species
Septoglomus_viscosum_P4-bc1014-SPU-7-1-3-Att1910-1-s1209_STFI_ASV2057_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_viscosum_P4-bc1014-SPU-7-1-3-Att1910-1-s281_STFI_ASV2060_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_viscosum_P4-bc1014-SPU-7-1-3-Att1910-1-s57_STFI_ASV2159_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_viscosum_P4-bc1014-SPU-7-1-3-Att1910-1-s71_STFI_ASV2101_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_viscosum_P4-bc1014-SPU-7-1-3-Att1910-1-s78_STFI_ASV2160_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_viscosum_P4-bc1014-SPU-7-1-3-Att1910-1-s807_STFI_ASV2054_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_intraradices_P4-bc1015-SPU-7-2-3-UT126A-s10328_STFI_ASV2136_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P4-bc1015-SPU-7-2-3-UT126A-s1212_STFI_ASV2019_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P4-bc1015-SPU-7-2-3-UT126A-s2189_STFI_ASV2102_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_intraradices_P4-bc1015-SPU-7-2-3-UT126A-s283_STFI_ASV2137_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P4-bc1015-SPU-7-2-3-UT126A-s365_STFI_ASV2138_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P4-bc1016-SPU-7-2-4-UT126A-s1939_STFI_ASV2135_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_intraradices_P4-bc1016-SPU-7-2-4-UT126A-s3651_STFI_ASV2102_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_intraradices_P4-bc1016-SPU-7-2-4-UT126A-s789_STFI_ASV2019_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Glomus_rugosae_P4-bc1017-1120-s269_STFP_ASV2085_CCAMF,Correct,Correct,Correct,Correct,Wrong
Glomus_rugosae_P4-bc1017-1120-s455_STFP_ASV2386_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_rugosae_P4-bc1017-1120-s530_STFP_ASV2017_CCAMF,Correct,Correct,Correct,Correct,Wrong
Glomus_rugosae_P4-bc1017-1120-s644_STFP_ASV2099_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_rugosae_P4-bc1017-1120-s990_STFP_ASV2071_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_rugosae_P4-bc1018-1005-s1425_STFP_ASV2032_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_rugosae_P4-bc1018-1005-s2112_STFP_ASV2083_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_rugosae_P4-bc1018-1005-s8010_STFP_ASV2044_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_rugosae_P4-bc1018-1005-s995_STFP_ASV2373_CCAMF,Correct,Correct,Correct,Correct,NA
Rhizophagus_silesianus_P4-bc1021-340-s1131_STFP_ASV2481_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P4-bc1021-340-s12336_STFP_ASV2480_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P4-bc1021-340-s5410_STFP_ASV2487_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1023-594-s148_STFP_ASV2515_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1023-594-s155_STFP_ASV2497_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1023-594-s194_STFP_ASV2498_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1023-594-s204_STFP_ASV2013_CCAMF,Outdated,LSU_NA,Outdated,LSU_NA,NA
Oehlia_diaphana_P4-bc1023-594-s250_STFP_ASV2496_CCAMF,Outdated,LSU_NA,Outdated,LSU_NA,NA
Oehlia_diaphana_P4-bc1023-594-s263_STFP_ASV2503_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1023-594-s278_STFP_ASV2511_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s128_STFP_ASV2512_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s144_STFP_ASV2501_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s148_STFP_ASV2045_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s170_STFP_ASV2499_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s185_STFP_ASV2517_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s203_STFP_ASV2513_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s210_STFP_ASV2500_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s233_STFP_ASV2516_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P4-bc1024-977-s309_STFP_ASV2507_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_mosseae_P4-bc1026-CH-s1345_STFP_ASV2272_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1026-CH-s3274_STFP_ASV2273_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1026-CH-s7597_STFP_ASV2271_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s101_STFP_ASV2281_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s112_STFP_ASV2279_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s115_STFP_ASV2270_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s133_STFP_ASV2269_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s164_STFP_ASV2257_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s167_STFP_ASV2282_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s208_STFP_ASV2268_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s237_STFP_ASV2263_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1027-CH-s259_STFP_ASV2267_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s415_STFP_ASV2265_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1027-CH-s426_STFP_ASV2259_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s499_STFP_ASV2261_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1027-CH-s541_STFP_ASV2256_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s91_STFP_ASV2258_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s93_STFP_ASV2260_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1027-CH-s96_STFP_ASV2262_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1027-CH-s99_STFP_ASV2264_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1030-448-s1506_STFP_ASV2216_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1030-448-s18163_STFP_ASV2235_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1030-448-s258_STFP_ASV2280_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1030-448-s315_STFP_ASV2219_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1030-448-s342_STFP_ASV2218_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1030-448-s393_STFP_ASV2234_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1030-448-s418_STFP_ASV2217_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1030-448-s779_STFP_ASV2233_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1030-448-s800_STFP_ASV2213_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1031-242-s1979_STFP_ASV2225_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1031-242-s21094_STFP_ASV2226_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1031-242-s3231_STFP_ASV2031_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1031-242-s636_STFP_ASV2073_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1031-242-s655_STFP_ASV2224_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1031-242-s844_STFP_ASV2227_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1031-242-s944_STFP_ASV2230_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1032-CH-s117_STFP_ASV2266_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1032-CH-s122_STFP_ASV2251_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1032-CH-s170_STFP_ASV2249_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1032-CH-s205_STFP_ASV2241_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1032-CH-s418_STFP_ASV2243_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1032-CH-s477_STFP_ASV2242_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1032-CH-s89_STFP_ASV2252_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1032-CH-s96_STFP_ASV2250_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Septoglomus_viscosum_P4-bc1036-514-s1456_STFP_ASV2284_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_viscosum_P4-bc1036-514-s2579_STFP_ASV2283_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_viscosum_P4-bc1036-514-s837_STFP_ASV2285_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_irregularis_P4-bc1038-25-s1063_STFP_ASV2006_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1038-25-s115_STFP_ASV2431_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P4-bc1038-25-s172_STFP_ASV2093_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_irregularis_P4-bc1038-25-s186_STFP_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P4-bc1038-25-s294_STFP_ASV2047_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1038-25-s96_STFP_ASV2432_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Cetraspora_gilmorei_P4-bc1040-1065-s1069_STFP_ASV2623_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s1255_STFP_ASV2089_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s1914_STFP_ASV2043_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s244_STFP_ASV2622_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s3043_STFP_ASV2066_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s353_STFP_ASV2002_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s3836_STFP_ASV2075_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s3941_STFP_ASV2033_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1040-1065-s936_STFP_ASV2055_CCAMF,Correct,Outdated,Wrong,Correct,NA
Diversispora_aestuarii_P4-bc1041-1202-s13_STFP_ASV2585_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1041-1202-s21_STFP_ASV2587_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1041-1202-s2831_STFP_ASV2064_CCAMF,Correct,Correct,Correct,Correct,NA
Septoglomus_sp._P4-bc1042-1197-s100_STFP_ASV2314_CCAMF,Outdated,Outdated,Outdated,Correct,LSU_NA
Septoglomus_sp._P4-bc1042-1197-s11593_STFP_ASV2310_CCAMF,Outdated,Outdated,Outdated,Correct,LSU_NA
Septoglomus_sp._P4-bc1042-1197-s158_STFP_ASV2313_CCAMF,Outdated,Outdated,Outdated,Correct,LSU_NA
Septoglomus_sp._P4-bc1042-1197-s77_STFP_ASV2311_CCAMF,Outdated,Outdated,Outdated,Correct,LSU_NA
Septoglomus_sp._P4-bc1042-1197-s83_STFP_ASV2316_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Septoglomus_sp._P4-bc1042-1197-s88_STFP_ASV2312_CCAMF,Outdated,Outdated,Outdated,Correct,LSU_NA
Septoglomus_sp._P4-bc1043-1218-s1044_STFP_ASV2320_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Septoglomus_sp._P4-bc1043-1218-s1327_STFP_ASV2318_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Septoglomus_sp._P4-bc1043-1218-s1506_STFP_ASV2315_CCAMF,Outdated,Outdated,Outdated,Correct,LSU_NA
Septoglomus_sp._P4-bc1043-1218-s3438_STFP_ASV2317_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Septoglomus_sp._P4-bc1043-1218-s541_STFP_ASV2321_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Septoglomus_sp._P4-bc1043-1218-s688_STFP_ASV2319_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Septoglomus_sp._P4-bc1047-484-s2079_STFP_ASV2016_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Septoglomus_sp._P4-bc1047-484-s28_STFP_ASV2300_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Septoglomus_sp._P4-bc1047-484-s30_STFP_ASV2295_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Septoglomus_sp._P4-bc1047-484-s3584_STFP_ASV2299_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Septoglomus_sp._P4-bc1047-484-s54_STFP_ASV2296_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Septoglomus_sp._P4-bc1047-484-s63_STFP_ASV2294_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Septoglomus_sp._P4-bc1047-484-s72_STFP_ASV2301_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Septoglomus_sp._P4-bc1047-484-s73_STFP_ASV2297_CCAMF,Outdated,Outdated,Outdated,Outdated,LSU_NA
Glomus_tetrastratosum_P4-bc1050-1004-s191_STFP_ASV2324_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1050-1004-s4374_STFP_ASV2092_CCAMF,Correct,Correct,Correct,NA,NA
Glomus_tetrastratosum_P4-bc1050-1004-s66_STFP_ASV2331_CCAMF,Correct,Correct,Correct,NA,NA
Glomus_tetrastratosum_P4-bc1050-1004-s71_STFP_ASV2332_CCAMF,Correct,Correct,Correct,NA,NA
Glomus_tetrastratosum_P4-bc1051-1240-s102_STFP_ASV2325_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1052-1413-s29_STFP_ASV2329_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1052-1413-s30_STFP_ASV2328_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1052-1413-s367_STFP_ASV2326_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1052-1413-s39_STFP_ASV2330_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1052-1413-s573_STFP_ASV2003_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1052-1413-s90_STFP_ASV2011_CCAMF,Correct,Correct,Correct,Correct,NA
Funneliformis_mosseae_P4-bc1053-394-s1540_STFP_ASV2246_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1053-394-s15679_STFP_ASV2244_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1053-394-s1888_STFP_ASV2245_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1053-394-s2081_STFP_ASV2248_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P4-bc1053-394-s3506_STFP_ASV2211_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P4-bc1053-394-s3772_STFP_ASV2247_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Diversispora_varaderana_P4-bc1055-1217-s29_STFP_ASV2565_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1055-1217-s49_STFP_ASV2571_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1055-1217-s623_STFP_ASV2579_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1055-1217-s652_STFP_ASV2039_CCAMF,Correct,Correct,Correct,Correct,NA
Sclerocystis_sinuosa_P4-bc1058-SPU-6-9-6-MT106A-s1766_STFI_ASV2051_CCAMF,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosa_P4-bc1058-SPU-6-9-6-MT106A-s539_STFI_ASV2132_CCAMF,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosa_P4-bc1058-SPU-6-9-6-MT106A-s634_STFI_ASV2133_CCAMF,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosa_P4-bc1058-SPU-6-9-6-MT106A-s671_STFI_ASV2082_CCAMF,Outdated,Outdated,Outdated,NA,NA
Diversispora_varaderana_P4-bc1059-1015-s158_STFP_ASV2090_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1059-1015-s241_STFP_ASV2034_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1059-1015-s442_STFP_ASV2573_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1059-1015-s5890_STFP_ASV2039_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1061-1202-s102_STFP_ASV2589_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1061-1202-s124_STFP_ASV2580_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1061-1202-s134_STFP_ASV2581_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1061-1202-s138_STFP_ASV2588_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1061-1202-s27384_STFP_ASV2064_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1061-1202-s55_STFP_ASV2594_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1061-1202-s76_STFP_ASV2593_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s1454_STFP_ASV2582_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s198_STFP_ASV2592_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s209_STFP_ASV2597_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s230_STFP_ASV2596_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s390_STFP_ASV2583_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s478_STFP_ASV2595_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s534_STFP_ASV2586_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s656_STFP_ASV2584_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s954_STFP_ASV2591_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_aestuarii_P4-bc1062-1485-s957_STFP_ASV2590_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s1076_STFP_ASV2577_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s1098_STFP_ASV2028_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s11021_STFP_ASV2039_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s1318_STFP_ASV2090_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s382_STFP_ASV2034_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s889_STFP_ASV2567_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s900_STFP_ASV2566_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P4-bc1063-1521-s938_STFP_ASV2572_CCAMF,Correct,Correct,Correct,Correct,NA
Sclerocystis_sinuosa_P4-bc1068-SPU-9-1-1-MT106-2767A-s1384_STFI_ASV2082_CCAMF,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosa_P4-bc1068-SPU-9-1-1-MT106-2767A-s5062_STFI_ASV2051_CCAMF,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosa_P4-bc1069-SPU-9-1-3-MT106-2767A-s1165_STFI_ASV2051_CCAMF,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosa_P4-bc1069-SPU-9-1-3-MT106-2767A-s421_STFI_ASV2082_CCAMF,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosa_P4-bc1069-SPU-9-1-3-MT106-2767A-s618_STFI_ASV2131_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1070-SPU-8-1-23-197198-s1322_STFI_ASV2015_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1070-SPU-8-1-23-197198-s292_STFI_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P4-bc1070-SPU-8-1-23-197198-s405_STFI_ASV2052_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1070-SPU-8-1-23-197198-s461_STFI_ASV2030_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1071-SPU-8-2-16-197198-s219_STFI_ASV2063_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1071-SPU-8-2-16-197198-s485_STFI_ASV2030_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1071-SPU-8-2-16-197198-s644_STFI_ASV2015_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1071-SPU-8-2-16-197198-s85_STFI_ASV2052_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1076-SPU-5-18-2-SD-5-IVT32-s142_STFI_ASV2140_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1076-SPU-5-18-2-SD-5-IVT32-s1447_STFI_ASV2026_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1076-SPU-5-18-2-SD-5-IVT32-s1737_STFI_ASV2074_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1076-SPU-5-18-2-SD-5-IVT32-s611_STFI_ASV2061_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1077-SPU-5-18-3-SD-5-IVT32-s1320_STFI_ASV2026_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1077-SPU-5-18-3-SD-5-IVT32-s1399_STFI_ASV2074_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1077-SPU-5-18-3-SD-5-IVT32-s236_STFI_ASV2143_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1077-SPU-5-18-3-SD-5-IVT32-s280_STFI_ASV2141_CCAMF,Outdated,Outdated,Outdated,Outdated,Wrong
Rhizophagus_prolifer_P4-bc1077-SPU-5-18-3-SD-5-IVT32-s694_STFI_ASV2061_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_prolifer_P4-bc1077-SPU-5-18-3-SD-5-IVT32-s965_STFI_ASV2142_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_intraradices_P4-bc1080-SPU-5-16-1-KS906-IVT156-s1556_STFI_ASV2040_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_intraradices_P4-bc1080-SPU-5-16-1-KS906-IVT156-s2025_STFI_ASV2139_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P4-bc1080-SPU-5-16-1-KS906-IVT156-s4057_STFI_ASV2111_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P4-bc1080-SPU-5-16-1-KS906-IVT156-s7829_STFI_ASV2018_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
