ASV_updated,SSU_FAMILY_x_LSU_family,SSU_genus_x_LSU_genus,ITS_family_x_LSU_family,ITS_genus_x_LSU_genus,ITS_species_x_LSU_species
Gigaspora_margarita_120_7A_KU_ASV1308_BeverSchultz,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_120_7A_KU_ASV1309_BeverSchultz,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_120_7A_KU_ASV1311_BeverSchultz,Correct,Correct,Correct,Correct,Correct
Racocetra_sp_179_Blask4_ZU_ASV1373_Blaszkowski,Correct,Outdated,NA,NA,LSU_NA
Racocetra_sp._179_Blask4_ZU_ASV1374_Blaszkowski,Correct,Outdated,NA,NA,LSU_NA
Racocetra_sp._179_Blask4_ZU_ASV1375_Blaszkowski,Correct,Outdated,NA,NA,LSU_NA
Funneliformis_mosseae_510_4A_KU_ASV1256_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_510_4A_KU_ASV1257_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_510_4A_KU_ASV1270_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_510_4A_KU_ASV1272_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_510_4A_KU_ASV1273_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_510_4A_KU_ASV1276_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_510_4A_KU_ASV1277_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_87_11_KU_ASV1260_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_87_11_KU_ASV1262_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1263_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_87_11_KU_ASV1264_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1265_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1267_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1268_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_87_11_KU_ASV1274_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1281_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1283_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1285_BeverSchultz,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_87_11_KU_ASV1286_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_87_11_KU_ASV1287_BeverSchultz,Outdated,Outdated,Outdated,Correct,NA
Ambispora_fennica_Af2_ZU_ASV1109_KrugerWalker,Correct,Correct,Correct,Correct,NA
Ambispora_fennica_Af2_ZU_ASV1110_KrugerWalker,Correct,Correct,Correct,Correct,NA
Ambispora_fennica_Af2_ZU_ASV1111_KrugerWalker,Correct,Correct,Correct,Correct,NA
Ambispora_fennica_Af2_ZU_ASV1112_KrugerWalker,Correct,Correct,Correct,Correct,NA
Ambispora_fennica_Af2_ZU_ASV1113_KrugerWalker,Correct,Correct,Correct,Correct,NA
Gigaspora_decipiens_AU102_9_KU_ASV1301_INVAM,Correct,Correct,Correct,Correct,Wrong
Gigaspora_decipiens_AU102_9_KU_ASV1302_INVAM,Correct,Correct,Correct,Correct,Wrong
Gigaspora_decipiens_AU102_9_KU_ASV1303_INVAM,Correct,Correct,Correct,Correct,Wrong
Scutellospora_calospora_AU212B_ZUII_ASV1413_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_AU212B_ZUII_ASV1414_INVAM,Correct,Correct,Outdated,Correct,NA
Funneliformis_mosseae_BEG12_ZU_ASV1007_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZUII_ASV1007_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1020_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZUII_ASV1020_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1036_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZUII_ASV1036_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1041_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZUII_ASV1041_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1050_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZUII_ASV1050_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1242_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1243_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1244_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1246_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1248_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG12_ZU_ASV1250_BEG,Outdated,Outdated,NA,NA,NA
Acaulospora_laevis_BEG13_ZUII_ASV1083_BEG,Correct,Correct,Correct,Correct,Correct
Acaulospora_laevis_BEG13_ZUII_ASV1086_BEG,Correct,Correct,Correct,Correct,Correct
Acaulospora_laevis_BEG13_ZUII_ASV1087_BEG,Correct,Correct,Correct,Correct,Correct
Funneliformis_mosseae_BEG161_ZU_ASV1240_BEG,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_BEG161_ZU_ASV1241_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG161_ZU_ASV1245_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG161_ZU_ASV1247_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG161_ZU_ASV1249_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG161_ZU_ASV1252_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG161_ZU_ASV1253_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG161_ZU_ASV1254_BEG,Outdated,Outdated,Outdated,Correct,NA
Acaulospora_laevis_BEG242_ZUII_ASV1081_BEG,Correct,Correct,Correct,NA,NA
Acaulospora_laevis_BEG242_ZUII_ASV1085_BEG,Correct,Correct,Correct,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1002_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZUII_ASV1002_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1026_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZUII_ASV1026_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1029_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZUII_ASV1029_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1035_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZUII_ASV1035_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1051_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZUII_ASV1051_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZUII_ASV1364_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZUII_ASV1365_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1366_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1367_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1368_BEG,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_BEG243_ZU_ASV1369_BEG,Correct,Outdated,NA,NA,NA
Scutellospora_calospora_BEG245_ZUII_ASV1409_BEG,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_BEG245_ZUII_ASV1410_BEG,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_BEG245_ZUII_ASV1411_BEG,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_BEG245_ZUII_ASV1412_BEG,Correct,Correct,Outdated,Correct,NA
Acaulospora_laevis_BEG26_ZUII_ASV1084_BEG,Correct,Correct,Correct,Correct,Correct
Dentiscutata_heterogama_BEG35_ZU_ASV1016_BEG,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BEG35_ZUII_ASV1016_BEG,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BEG35_ZU_ASV1042_BEG,Correct,Outdated,Wrong,Correct,NA
Dentiscutata_heterogama_BEG35_ZUII_ASV1042_BEG,Correct,Outdated,Wrong,Correct,NA
Dentiscutata_heterogama_BEG35_ZU_ASV1159_BEG,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BEG35_ZU_ASV1160_BEG,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BEG35_ZU_ASV1161_BEG,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BEG35_ZU_ASV1164_BEG,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BEG35_ZU_ASV1165_BEG,Correct,Outdated,NA,NA,NA
Dentiscutata_heterogama_BEG35_ZU_ASV1167_BEG,Correct,Outdated,Wrong,Correct,NA
Gigaspora_margarita_BEG9_ZU_ASV1003_BEG,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_BEG9_ZU_ASV1040_BEG,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_BEG9_ZUII_ASV1040_BEG,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_BEG9_ZU_ASV1045_BEG,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_BEG9_ZU_ASV1053_BEG,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_BEG9_ZU_ASV1312_BEG,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_BEG9_ZU_ASV1313_BEG,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_BEG9_ZU_ASV1314_BEG,Correct,Correct,Correct,Correct,NA
Funneliformis_mosseae_BEG95_ZU_ASV1006_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG95_ZU_ASV1018_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG95_ZU_ASV1048_BEG,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_BEG95_ZU_ASV1251_BEG,Outdated,Outdated,Outdated,Correct,NA
Corymbiglomus_corymbiforme_Blaszk5_ZU_ASV1145_Blaszkowski,Correct,Wrong,Correct,NA,NA
Corymbiglomus_corymbiforme_Blaszk5_ZU_ASV1146_Blaszkowski,Correct,Wrong,Correct,Correct,NA
Corymbiglomus_corymbiforme_Blaszk5_ZU_ASV1147_Blaszkowski,Correct,Wrong,Correct,NA,NA
Corymbiglomus_corymbiforme_Blaszk5_ZU_ASV1148_Blaszkowski,Correct,LSU_NA,Correct,LSU_NA,NA
Rhizophagus_clarus_BR147B_KU_ASV1382_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_clarus_BR147B_KU_ASV1383_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_clarus_BR147B_KU_ASV1385_INVAM,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_clarus_BR147B_KU_ASV1386_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_clarus_BR147B_KU_ASV1388_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Dentiscutata_heterogama_BR154_ZU_ASV1015_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZUII_ASV1015_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZU_ASV1025_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZUII_ASV1025_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZU_ASV1030_INVAM,Correct,Outdated,Wrong,Correct,NA
Dentiscutata_heterogama_BR154_ZUII_ASV1030_INVAM,Correct,Outdated,Wrong,Correct,NA
Dentiscutata_heterogama_BR154_ZU_ASV1033_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZUII_ASV1033_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZU_ASV1038_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZUII_ASV1038_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZU_ASV1047_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_heterogama_BR154_ZUII_ASV1047_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_heterogama_BR154_ZUII_ASV1158_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZU_ASV1162_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZU_ASV1163_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_BR154_ZU_ASV1166_INVAM,Correct,Outdated,Wrong,NA,NA
Gigaspora_rosea_BR155B_ZU_ASV1315_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_BR155B_ZU_ASV1316_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_BR155B_KU_ASV1317_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_BR155B_KU_ASV1318_INVAM,Correct,Correct,Correct,Correct,Correct
Gigaspora_rosea_BR155B_KU_ASV1319_INVAM,Correct,Correct,Correct,Correct,Correct
Acaulospora_morrowiae_BR983A_ZU_ASV1028_INVAM,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_BR983A_ZUII_ASV1028_INVAM,Correct,Correct,Correct,NA,NA
Archaeospora_schenckii_CL401_KU_ASV1137_INVAM,Correct,Correct,Correct,Correct,NA
Archaeospora_schenckii_CL401_KU_ASV1138_INVAM,Correct,Correct,Correct,Correct,NA
Entrophospora_lutea_CR308_ZUII_ASV1212_INVAM,Outdated,Outdated,Correct,Outdated,NA
Ambispora_leptoticha_CR312_ZUII_ASV1010_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_CR312_ZUII_ASV1023_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_CR312_ZUII_ASV1123_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_CR312_ZUII_ASV1124_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_CR312_ZUII_ASV1125_INVAM,Correct,Correct,Correct,Correct,NA
Paraglomus_occultum_CU126_ZUII_ASV1356_INVAM,Correct,Correct,NA,NA,NA
Paraglomus_occultum_CU126_ZUII_ASV1357_INVAM,Correct,Correct,NA,NA,NA
Gigaspora_rosea_FL105_11_KU_ASV1032_INVAM,Correct,Correct,Correct,Correct,Correct
Gigaspora_rosea_FL105_11_KU_ASV1320_INVAM,Correct,Correct,Correct,Correct,NA
Dentiscutata_heterogama_FL225_25_KU_ASV1171_INVAM,Correct,Outdated,Wrong,NA,NA
Acaulospora_kentinensis_FL709_10_KU_ASV1056_INVAM,Correct,Correct,NA,NA,NA
Paraglomus_brasilianum_FL710_19_KU_ASV1331_INVAM,Correct,Correct,Correct,Correct,NA
Paraglomus_brasilianum_FL710_19_KU_ASV1332_INVAM,Correct,Correct,Correct,Correct,NA
Paraglomus_brasilianum_FL710_19_KU_ASV1335_INVAM,Correct,Correct,Correct,Correct,NA
Dentiscutata_heterogama_FL728_KU_ASV1001_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_FL728_KU_ASV1168_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_FL728_KU_ASV1170_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_heterogama_FL728_KU_ASV1172_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_FL728_KU_ASV1173_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_FL728_KU_ASV1174_INVAM,Correct,Outdated,Wrong,Correct,NA
Dentiscutata_heterogama_FL728_KU_ASV1175_INVAM,Correct,Outdated,Wrong,NA,NA
Rhizophagus_clarus_FL879N_KU_ASV1378_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_clarus_FL879N_KU_ASV1379_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_clarus_FL879N_KU_ASV1380_INVAM,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_clarus_FL879N_KU_ASV1381_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_clarus_FL879N_KU_ASV1384_INVAM,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_clarus_FL879N_KU_ASV1387_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_dimorphicus_FL912N_KU_ASV1391_INVAM,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_dimorphicus_FL912N_KU_ASV1392_INVAM,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_dimorphicus_FL912N_KU_ASV1393_INVAM,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_dimorphicus_FL912N_KU_ASV1394_INVAM,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_dimorphicus_FL912N_KU_ASV1395_INVAM,Outdated,Outdated,Outdated,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1001_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1001_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1004_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1004_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1009_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1009_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1014_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1014_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1031_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1031_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1039_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1039_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1049_INVAM,Correct,Outdated,Wrong,Correct,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1049_INVAM,Correct,Outdated,Wrong,Correct,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1052_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1052_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZU_ASV1054_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_heterogama_IL203A_ZUII_ASV1054_INVAM,Correct,Outdated,Wrong,NA,NA
Scutellospora_calospora_IL209_ZU_ASV1415_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_IL209_ZU_ASV1416_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_IL209_ZU_ASV1417_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_IL209_ZU_ASV1418_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_IL209_ZU_ASV1419_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_IL209_ZU_ASV1420_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_IL209_ZU_ASV1421_INVAM,Correct,Correct,Outdated,Correct,NA
Scutellospora_calospora_IL209_ZU_ASV1422_INVAM,Correct,Correct,Outdated,Correct,NA
Gigaspora_sp._JAY1_KU_ASV1452_BeverSchultz,Correct,Correct,Correct,Correct,LSU_NA
Gigaspora_sp._JAY1_KU_ASV1453_BeverSchultz,Correct,Correct,Correct,Correct,LSU_NA
Diversispora_epigaea_KS210_ZU_ASV1179_INVAM,Correct,Correct,Correct,Correct,Correct
Diversispora_epigaea_KS210_ZU_ASV1180_INVAM,Correct,Correct,Correct,Correct,Correct
Diversispora_epigaea_KS210_ZU_ASV1181_INVAM,Correct,Correct,Correct,Correct,Correct
Diversispora_epigaea_KS212_ZU_ASV1187_INVAM,Correct,Correct,Correct,Correct,Correct
Gigaspora_gigantea_KS302_KU_ASV1304_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_gigantea_KS302_KU_ASV1305_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_gigantea_KS302_KU_ASV1306_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_gigantea_KS302_KU_ASV1307_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_KS885_ZUII_ASV1032_INVAM,Correct,Correct,Correct,Correct,Correct
Septoglomus_constrictum_KS890_KU_ASV1425_INVAM,Outdated,Outdated,Outdated,Correct,NA
Sclerocystis_sinuosus_MD126_KU_ASV1401_INVAM,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosus_MD126_KU_ASV1402_INVAM,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosus_MD126_KU_ASV1403_INVAM,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosus_MD126_KU_ASV1404_INVAM,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosus_MD126_KU_ASV1405_INVAM,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosus_MD126_KU_ASV1406_INVAM,Outdated,Outdated,Outdated,NA,NA
Sclerocystis_sinuosus_MD126_KU_ASV1407_INVAM,Outdated,Outdated,Outdated,NA,NA
Funneliformis_coronatum_MR101_KU_ASV1218_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_MR101_KU_ASV1219_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_MR101_KU_ASV1220_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_MR101_KU_ASV1221_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_MR101_KU_ASV1222_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_MR101_KU_ASV1223_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_MR101_KU_ASV1224_INVAM,Outdated,Outdated,Outdated,Correct,Wrong
Funneliformis_coronatum_MR101_KU_ASV1225_INVAM,Outdated,Outdated,Outdated,Correct,NA
Ambispora_leptoticha_MT106_KU_ASV1010_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MT106_KU_ASV1023_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MT106_KU_ASV1119_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MT106_KU_ASV1120_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MT106_KU_ASV1121_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1126_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1127_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1128_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1129_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1130_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1131_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1132_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_leptoticha_MX982A_KU_ASV1133_INVAM,Correct,Correct,Correct,Correct,NA
Gigaspora_margarita_NC114B_KU_ASV1003_INVAM,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_NC114B_KU_ASV1040_INVAM,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_NC114B_KU_ASV1045_INVAM,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_NC114B_KU_ASV1053_INVAM,Correct,Correct,Correct,Correct,Correct
Gigaspora_margarita_NC114B_KU_ASV1310_INVAM,Correct,Correct,Correct,Correct,Correct
Racocetra_gregaria_NC210_KU_ASV1370_INVAM,Correct,Outdated,NA,NA,NA
Racocetra_gregaria_NC210_KU_ASV1371_INVAM,Correct,Outdated,NA,NA,NA
Septoglomus_deserticola_NC302A_ZUII_ASV1438_INVAM,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_deserticola_NC302A_ZUII_ASV1440_INVAM,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_deserticola_NC302A_ZUII_ASV1441_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_NC302C_KU_ASV1255_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_NC302C_KU_ASV1258_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_NC302C_KU_ASV1259_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_NC302C_KU_ASV1261_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_NC302C_KU_ASV1266_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_NC302C_KU_ASV1269_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_NC302C_KU_ASV1271_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_NC302C_KU_ASV1275_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_NC302C_KU_ASV1278_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_NC302C_KU_ASV1279_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_NC302C_KU_ASV1280_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_NC302C_KU_ASV1282_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_NC302C_KU_ASV1284_INVAM,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_NC302C_KU_ASV1288_INVAM,Outdated,Outdated,Outdated,Correct,NA
Ambispora_gerdemannii_ON205A_ZU_ASV1000_INVAM,Correct,Correct,Correct,Correct,NA
