original_id	new_id	unique_ID	culture_original	culture_notes	culture	genus_original	species_original	source_code	genus	species	source_original	source	platform	sequencing_effort	successfull	read_count	notes	Isolate present in Nanopore and Pacbio?	Corresponding code on Nanopore tables
De_heterogama_BR154_1C_cut	ZU_Dentiscutata_0_heterogama	z51	BR154_1C		BR154	De	heterogama	ZU	Dentiscutata	heterogama	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	599		N	
Ac_koskei_WV685_1C_cut	ZU_Acaulospora_0_koskei	z52	WV685_1C		WV685	Ac	koskei	ZU	Acaulospora	koskei	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	488		Y	WV 685
Di_epigaea_KS210_1C_cut	ZU_Diversispora_0_epigaea	z53	KS210_1C		KS211	Di	epigaea	ZU	Diversispora	epigaea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	751		N	
Fu_mosseae_BEG12_1A_cut	ZU_Funneliformis_0_mosseae	z54	BEG12_1A		BEG12	Fu	mosseae	ZU	Funneliformis	mosseae	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	463		N	
Am_gerdemannii_ON205A_1C_SV_cut	ZU_Ambispora_0_gerdemannii	z55	ON205A_1C_SV		ON205A	Am	gerdemannii	ZU	Ambispora	gerdemannii	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	438		Y	ON205B
Ac_koskei_WV685_1B_cut	ZU_Acaulospora_0_koskei	z56	WV685_1B		WV685	Ac	koskei	ZU	Acaulospora	koskei	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	329		Y	WV 685
Ac_morrowiae_BR983A_1B_cut	ZU_Acaulospora_0_morrowiae	z57	BR983A_1B		BR983A	Ac	morrowiae	ZU	Acaulospora	morrowiae	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	335		Y	BR983A
Di_epigaea_KS210_5A_cut	ZU_Diversispora_0_epigaea	z58	KS210_5A		KS212	Di	epigaea	ZU	Diversispora	epigaea	INVAM - DNA extracted from 5 spores	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	214		N	
Fu_mosseae_BEG12_1B_cut	ZU_Funneliformis_0_mosseae	z59	BEG12_1B		BEG12	Fu	mosseae	ZU	Funneliformis	mosseae	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	239		N	
D_heterogama_BEG35_1M_cut	ZU_Dentiscutata_0_heterogama	z6	BEG35_1M		BEG35	D.	heterogama	ZU	Dentiscutata	heterogama	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_Sequel_II	zuzana_Lib-6262	Yes	486		N	
Am_gerdemannii_ON205A_1B_cut	ZU_Ambispora_0_gerdemannii	z60	ON205A_1B		ON205A	Am	gerdemannii	ZU	Ambispora	gerdemannii	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	507		Y	ON205B
Am_gerdemannii_ON205A_1B_SV_cut	ZU_Ambispora_0_gerdemannii	z61	ON205A_1B_SV		ON205A	Am	gerdemannii	ZU	Ambispora	gerdemannii	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6273	Yes	172		Y	ON205B
Sa_cerevisiae_Yeast_cut	#N/A	z62	Yeast		Yeast	Sa	cerevisiae	ZU	Saccharomyces	cerevisiae	Yest - control	NA	Pacbio_Sequel_II	zuzana_Lib-6273	No	0	Yeast control	N	
De_heterogama_IL203A_1C_cut	ZU_Dentiscutata_0_heterogama	z63	IL203A_1C		IL203A	De.	heterogama	ZUII	Dentiscutata	heterogama	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	79		N	
De_heterogama_IL203A_1A_cut	ZU_Dentiscutata_0_heterogama	z64	IL203A_1A		IL203A	De.	heterogama	ZUII	Dentiscutata	heterogama	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	72		N	
De_heterogama_BR154_1B_cut	ZU_Dentiscutata_0_heterogama	z65	BR154_1B		BR154	De.	heterogama	ZUII	Dentiscutata	heterogama	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	51		N	
De_heterogama_BR154_1A_cut	ZU_Dentiscutata_0_heterogama	z66	BR154_1A		BR154	De.	heterogama	ZUII	Dentiscutata	heterogama	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	49		N	
Gi_rosea_KS885_1C_cut	ZU_Gigaspora_0_rosea	z67	KS885_1C		KS885	Gi.	rosea	ZUII	Gigaspora	rosea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	40		N	
Ac_morrowiae_BR983A_1B_cut	ZU_Acaulospora_0_morrowiae	z68	BR983A_1B		BR983A	Ac.	morrowiae	ZUII	Acaulospora	morrowiae	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	73		Y	BR983A
Gi_rosea_BR155B_1B_cut	ZU_Gigaspora_0_rosea	z69	BR155B_1B		BR155B	Gi.	rosea	ZUII	Gigaspora	rosea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	17		Y	BR155A
A_koskei_WV685_1F_cut	ZU_Acaulospora_0_koskei	z7	WV685_1F		WV685	A.	koskei	ZU	Acaulospora	koskei	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6262	Yes	1101		Y	WV 685
Ac_morrowiae_BR983A_5A_cut	ZU_Acaulospora_0_morrowiae	z70	BR983A_5A		BR983A	Ac.	morrowiae	ZUII	Acaulospora	morrowiae	INVAM - DNA extracted from 5 spores	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	61		Y	BR983A
De_heterogama_BR154_1C_cut	ZU_Dentiscutata_0_heterogama	z71	BR154_1C		BR154	De.	heterogama	ZUII	Dentiscutata	heterogama	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	42		N	
Gi_rosea_BR155B_1C_cut	ZU_Gigaspora_0_rosea	z72	BR155B_1C		BR155B	Gi.	rosea	ZUII	Gigaspora	rosea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	21		Y	BR155A
Fu_mosseae_BEG12_1B_cut	ZU_Funneliformis_0_mosseae	z73	BEG12_1B		BEG12	Fu.	mosseae	ZUII	Funneliformis	mosseae	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_RSII	zuzana_Lib-5018	Low	23		N	
Gi_rosea_KS885_1B_cut	ZU_Gigaspora_0_rosea	z74	KS885_1B		KS885	Gi.	rosea	ZUII	Gigaspora	rosea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	39		N	
Am_gerdemannii_ON205A_1B_SV_cut	ZU_Ambispora_0_gerdemannii	z75	ON205A_1B_SV		ON205A	Am.	gerdemannii	ZUII	Ambispora	gerdemannii	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	36		Y	ON205B
Gi_rosea_BR155B_1A_cut	ZU_Gigaspora_0_rosea	z76	BR155B_1A		BR155B	Gi.	rosea	ZUII	Gigaspora	rosea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	17		Y	BR155A
De_heterogama_IL203A_1B_cut	ZU_Dentiscutata_0_heterogama	z77	IL203A_1B		IL203A	De.	heterogama	ZUII	Dentiscutata	heterogama	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	30		N	
Ra_gregaria_BEG243_1A_cut	ZU_Racocetra_0_gregaria	z78	BEG243_1A		BEG243	Ra.	gregaria	ZUII	Racocetra	gregaria	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_RSII	zuzana_Lib-5018	Low	46		N	
Ra_gregaria_BEG243_1B_cut	ZU_Racocetra_0_gregaria	z79	BEG243_1B		BEG243	Ra.	gregaria	ZUII	Racocetra	gregaria	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_RSII	zuzana_Lib-5018	Low	46		N	
S_calospora_IL209_1C_cut	ZU_Scutellospora_0_calospora	z8	IL209_1C		IL209	S.	calospora	ZU	Scutellospora	calospora	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_Sequel_II	zuzana_Lib-6262	Yes	382		N	
Gi_rosea_KS885_1A_cut	ZU_Gigaspora_0_rosea	z80	KS885_1A		KS885	Gi.	rosea	ZUII	Gigaspora	rosea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	27		N	
Ac_koskei_WV685_1A_cut	ZU_Acaulospora_0_koskei	z81	WV685_1A		WV685	Ac.	koskei	ZUII	Acaulospora	koskei	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	57		Y	WV 685
Fu_mosseae_BEG12_1C_cut	ZU_Funneliformis_0_mosseae	z82	BEG12_1C		BEG12	Fu.	mosseae	ZUII	Funneliformis	mosseae	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_RSII	zuzana_Lib-5018	Low	5		N	
Fu_mosseae_BEG12_1A_cut	ZU_Funneliformis_0_mosseae	z83	BEG12_1A		BEG12	Fu.	mosseae	ZUII	Funneliformis	mosseae	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_RSII	zuzana_Lib-5018	Low	23		N	
Ac_morrowiae_BR983A_1A_cut	ZU_Acaulospora_0_morrowiae	z84	BR983A_1A		BR983A	Ac.	morrowiae	ZUII	Acaulospora	morrowiae	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	48		Y	BR983A
Am_gerdemannii_ON205A_1C_SV_cut	ZU_Ambispora_0_gerdemannii	z85	ON205A_1C_SV		ON205A	Am.	gerdemannii	ZUII	Ambispora	gerdemannii	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	20		Y	ON205B
Di_epigaea_KS210_1C_cut	ZU_Diversispora_0_epigaea	z86	KS210_1C		KS213	Di.	epigaea	ZUII	Diversispora	epigaea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	33		N	
Am_gerdemannii_ON205A_1B_cut	ZU_Ambispora_0_gerdemannii	z87	ON205A_1B		ON205A	Am.	gerdemannii	ZUII	Ambispora	gerdemannii	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	65		Y	ON205B
Di_epigaea_KS210_5A_cut	ZU_Diversispora_0_epigaea	z88	KS210_5A		KS214	Di.	epigaea	ZUII	Diversispora	epigaea	INVAM - DNA extracted from 5 spores	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	4		N	
Ac_koskei_WV685_1C_cut	ZU_Acaulospora_0_koskei	z89	WV685_1C		WV685	Ac.	koskei	ZUII	Acaulospora	koskei	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	8		Y	WV 685
P_occultum_CU126_10B_cut	ZU_Paraglomus_0_occultum	z9	CU126_10B		CU126	P.	occultum	ZU	Paraglomus	occultum	INVAM - DNA extracted from 10 spores	INVAM	Pacbio_Sequel_II	zuzana_Lib-6262	Yes	553		N	
Di_epigaea_KS210_1A_cut	ZU_Diversispora_0_epigaea	z90	KS210_1A		KS215	Di.	epigaea	ZUII	Diversispora	epigaea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	8		N	
Ra_gregaria_BEG243_1C_cut	ZU_Racocetra_0_gregaria	z91	BEG243_1C		BEG243	Ra.	gregaria	ZUII	Racocetra	gregaria	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_RSII	zuzana_Lib-5018	Low	6		N	
Ac_koskei_WV685_1B_cut	ZU_Acaulospora_0_koskei	z92	WV685_1B		WV685	Ac.	koskei	ZUII	Acaulospora	koskei	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5018	Low	4		Y	WV 685
Sac_cerevisiae_cut	ZUII_Saccharomyces_0_cerevisiae	z93	Sa_cerev		Yeast	Sa.	cerevisiae	ZUII	Saccharomyces	cerevisiae	control	NA	Pacbio_RSII	zuzana_Lib-5018	Low	3		N	
Pa_Brasilianum_FL710_1C_cut	ZUII_Paraglomus_0_Brasilianum	z94	FL710_1C		FL710	Pa.	Brasilianum	ZUII	Paraglomus	brasilianum	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5090	Yes	231		Y	FL710
Rh_Irregularis_Chomutov_1A_cut	ZUII_Rhizophagus_0_Irregularis	z95	Chomutov_1A		Chomutov	Rh.	Irregularis	ZUII	Rhizophagus	irregularis	IBOT collection (Pruhonice) - DNA extracted from 1 spore	IBOT	Pacbio_RSII	zuzana_Lib-5090	Yes	264		N	
Cl_Luteum_CR308_1A_cut	ZUII_Entrophospora_0_Luteum	z96	CR308_1A		CR308	Cl.	Luteum	ZUII	Entrophospora	lutea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5090	Yes	210		N	
Pa_Brasilianum_FL710_5A_cut	ZUII_Paraglomus_0_Brasilianum	z97	FL710_5A		FL710	Pa.	Brasilianum	ZUII	Paraglomus	brasilianum	INVAM - DNA extracted from 5 spores	INVAM	Pacbio_RSII	zuzana_Lib-5090	Yes	260		Y	FL710
Ac_Laevis_BEG26_1_3_cut	ZUII_Acaulospora_0_Laevis	z98	BEG26_1_3		BEG26	Ac.	Laevis	ZUII	Acaulospora	laevis	BEG (Dijon) DNA extracted from 1 spore	BEG	Pacbio_RSII	zuzana_Lib-5090	Low	60		N	
Cl_Luteum_CR308_1C_cut	ZUII_Entrophospora_0_Luteum	z99	CR308_1C		CR308	Cl.	Luteum	ZUII	Entrophospora	lutea	INVAM - DNA extracted from 1 spore	INVAM	Pacbio_RSII	zuzana_Lib-5090	Yes	164		N	
